num,playerid,name,pos,ht,wt,from,Seasons,class,season4,htft,htin
0,2749,Austin Rivers ,G ,6-4 ,200 ,"Winter Park, Fla. (Winter Park) ",2012 ,Fr.,2012 ,6,4 
3,2736,Seth Curry ,G ,6-1 ,175 ,"Charlotte, N.C. (Charlotte Christian) ",2010-13 ,Sr.,2013 ,6,1 
34,2738,Ryan Kelly ,F ,6-10 ,220 ,"Raleigh, N.C. (Ravenscroft) ",2010-13 ,Sr.,2013 ,6,10 
12,2747,Alex Murphy ,F ,6-8 ,220 ,"Wakefield, R.I. (South Kingston) ",2012-13 ,So.,2013 ,6,8 
5,2740,Mason Plumlee ,F ,6-10 ,230 ,"Warsaw, Ind. (Christ School [N.C.]) ",2010-13 ,Sr.,2013 ,6,10 
20,2737,Andre Dawkins ,G ,6-4 ,190 ,"Chesapeke, Va. (Atlantic Shores Christian) ",2010-14 ,Gr.,2014 ,6,4 
15,2741,Josh Hairston ,F ,6-7 ,210 ,"Fredricksburg, Va. (Montrose Christiana) ",2011-14 ,Sr.,2014 ,6,7 
13,2750,Rodney Hood ,F ,6-8 ,210 ,"Meridian, Miss. (Meridian) ",2013-14 ,So.,2014 ,6,8 
1,2756,Jabari Parker ,F ,6-8 ,235 ,"Chicago, Ill. (Simeon Career Academy) ",2014 ,Fr.,2014 ,6,8 
3,2743,Tyler Thornton ,G ,6-1 ,185 ,"Washington, D.C. (Gonzaga) ",2011-14 ,Sr.,2014 ,6,1 
52,2744,Todd Zafirovski ,F ,6-9 ,235 ,"Lake Forest, Ill. (Lake Forest Academy) ",2011-14 ,Sr.,2014 ,6,9 
2,2745,Quinn Cook ,G ,6-0 ,175 ,"Bowie, Md. (Oak Hill Academy [Va.]) ",2012-15 ,Sr.,2015 ,6,0 
5,2758,Tyus Jones ,G ,6-1 ,190 ,"Apple Valley, Minn. (Apple Valley) ",2015 ,Fr.,2015 ,6,1 
42,2759,Sean Kelly ,G ,6-3 ,195 ,"Raleigh, N.C. (Ravenscroft) ",2015 ,Sr.,2015 ,6,3 
20,2754,Semi Ojeleye ,F ,6-7 ,230 ,"Ottawa, Kan. (Ottawa) ",2014-15 ,So.,2015 ,6,7 
15,2761,Jahlil Okafor ,C ,6-11 ,270 ,"Chicago, Ill. (Whitney Young) ",2015 ,Fr.,2015 ,6,11 
14,2751,Rasheed Sulaimon ,G ,6-4 ,185 ,"Houston, Texas (Strake Jesuit College Prep) ",2013-15 ,Jr.,2015 ,6,4 
12,2762,Justise Winslow ,F ,6-6 ,225 ,"Houston, Texas (Saint John's) ",2015 ,Fr.,2015 ,6,6 
14,2764,Brandon Ingram ,G ,6-9 ,190 ,"Kinston, N.C. (Kinston) ",2016 ,Fr.,2016 ,6,9 
40,2748,Marshall Plumlee ,F ,6-11 ,225 ,"Warsaw, Ind. (Christ School [N.C.]) ",2012-16 ,Gr.,2016 ,6,11 
12,2768,Derryck Thornton ,G ,6-2 ,175 ,"Chatsworth, Calif. (Findlay Prep [Nev.]) ",2016 ,Fr.,2016 ,6,2 
1,2772,Harry Giles ,F ,6-0 ,240 ,"Winston-Salem, N.C. (Forest Trail) ",2017 ,Fr.,2017 ,6,0 
15,2773,Frank Jackson ,G ,6-3 ,205 ,"Alpine, Utah (Lone Peak) ",2017 ,Fr.,2017 ,6,3 
21,2752,Amile Jefferson ,F ,6-8 ,195 ,"Philadelphia, Pa. (Friends Central School) ",2013-17 ,Gr.,2017 ,6,8 
2,2765,Chase Jeter ,F ,6-10 ,240 ,"Las Vegas, Nev. (Bishop Gorman) ",2016-17 ,So.,2017 ,6,10 
13,2753,Matt Jones ,G ,6-4 ,200 ,"DeSoto, Texas (DeSoto) ",2014-17 ,Sr.,2017 ,6,4 
5,2766,Luke Kennard ,G ,6-5 ,180 ,"Franklin, Ohio (Franklin) ",2016-17 ,So.,2017 ,6,5 
34,2760,Sean Obi ,F ,6-9 ,270 ,"Kaduna, (Green Farms Academy) ",2015-17 ,Sr.,2017 ,6,9 
45,2755,Nick Pagliuca ,G ,6-3 ,175 ,"Weston, Mass. (Milton Academy) ",2014-17 ,Sr.,2017 ,6,3 
0,2774,Jayson Tatum ,F ,6-8 ,205 ,"St. Louis, Mo. (Chaminade College Prep) ",2017 ,Fr.,2017 ,6,8 
3,2757,Grayson Allen ,G ,6-4 ,195 ,"Jacksonville, Fla. (Providence School) ",2015-18 ,Sr.,2018 ,6,4 
35,2776,Marvin Bagley III,F ,6-11 ,234 ,"Phoenix, Ariz. (Sierra Canyon [Calif.]) ",2018 ,Fr.,2018 ,6,11 
53,2763,Brennan Besser ,G ,6-5 ,180 ,"Chicago, Ill. (Latin School) ",2016-18 ,Sr.,2018 ,6,5 
20,2770,Marques Bolden ,C ,6-11 ,245 ,"DeSoto, Texas (DeSoto) ",2017-18 ,Jr.,2018 ,6,11 
51,2777,Mike Buckmire ,G ,6-2 ,172 ,"Blue Bell, Pa. (Germantown Friends School) ",2018 ,Sr.,2018 ,6,2 
34,2778,Wendell Carter Jr.,F ,6-10 ,259 ,"Atlanta, Ga. (Pace Academy) ",2018 ,Fr.,2018 ,6,10 
12,2771,Javin DeLaurier ,F ,6-10 ,220 ,"Shipman, Va. (Saint Anne's-Belfield) ",2017-18 ,Sr.,2018 ,6,10 
1,2779,Trevon Duval ,G ,6-3 ,186 ,"New Castle, Del. (IMG Academy [Fla.]) ",2018 ,Fr.,2018 ,6,3 
14,2780,Jordan Goldwire ,G ,6-2 ,172 ,"Norcross, Ga. (Norcross) ",2018 ,Sr.,2018 ,6,2 
15,2781,Alex O'Connell ,G ,6-6 ,171 ,"Roswell, Ga. (Milton) ",2018 ,Jr.,2018 ,6,6 
50,2767,Justin Robinson ,F ,6-8 ,190 ,"San Antonio, Texas (San Antonio Christian) ",2016-18 ,Gr.,2018 ,6,8 
2,2782,Gary Trent Jr.,G ,6-6 ,209 ,"Columbus, Ohio (Prolific Prep [Calif.]) ",2018 ,Fr.,2018 ,6,6 
5,2783,Jordan Tucker ,F ,6-7 ,212 ,"White Plains, N.Y. (Wheeler [Ga.]) ",2018 ,Fr.,2018 ,6,7 
30,2769,Antonio Vrankovic ,C ,7-0 ,270 ,"Delray Beach, Fla. (Pine Chrest) ",2016-18 ,Sr.,2018 ,7,0 
41,2775,Jack White ,F ,6-7 ,215 ,"Traralgon, Victoria (Australian Institute of Sport) ",2017-18 ,Sr.,2018 ,6,7 
5,2785,RJ Barrett,F,6-7 ,202,,2019,Fr.,2019,6,7
2,2787,Cam Reddish,F/G ,6-8,218,,2019,Fr.,2019,6,8
1,2788,Zion Williamson,F,6-7,285,,2019,Fr.,2019,6,7
3,2786,Tre Jones,G,6-3,185,,2019-20 ,So.,2020,6,3
1,2789,Vernon Carey Jr.,C ,6-10,270,,2020,Fr.,2020,6,10
2,2793,Cassius Stanley,G,6-6,193,,2020,Fr.,2020,6,6
21,2790,Matthew Hurt,F,6-9,235,,2020-21 ,So.,2021,6,9
5,2795,Jaemyn Brakefield,F,6-8,216,,2021,Fr.,2021,6,8
34,2796,Henry Coleman III,F,6-7,229,,2021,Fr.,2021,6,7
1,2797,Jalen Johnson,F,6-9,220,,2021,Fr.,2021,6,9
2,2799,DJ Steward,G,6-2,163,,2021,Fr.,2021,6,2
12,2801,Patrick Tape,F/C ,6-9,233,,2021,Gr.,2021,6,9
13,2784,Joey Baker,F,6-6,206,,2019-22 ,Sr.,2022,6,6
0,2791,Wendell Moore Jr.,F/G ,6-5,213,,2020-22 ,Jr.,2022,6,5
30,2792,Michael Savarino,G,6-0,182,,2020-22 ,Jr.,2022,6,0
45,2794,Keenan Worthington,F,6-8,224,,2020-22 ,Jr.,2022,6,8
15,2800,Mark Williams,C ,7-1,242,,2021-22 ,So.,2022,7,1
5,2802,Paolo Banchero,F,6-10,250,,2022,Fr.,2022,6,10
21,2805,A.J. Griffin,F,6-6,222,,2022,Fr.,2022,6,6
12,2806,Theo John,F/C ,6-9,242,,2022,Gr.,2022,6,9
34,2807,Bates Jones,F,6-8,222,,2022,Gr.,2022,6,8
1,2808,Trevor Keels,G,6-5,221,,2022,Fr.,2022,6,5
3,2798,Jeremy Roach,G,6-2,172,,2021-23 ,Jr.,2023,6,2
2,2803,Jaylen Blakes,G,6-2,208,,2022-23 ,So.,2023,6,2
52,2804,Stanley Borden,C ,7-0,240,,2022-23 ,So.,2023,7,0
55,2809,Spencer Hubbard,F,5-8,160,,2022-23 ,Jr.,2023,5,8
12,2810,Kale Catchings,F,6-6,220,,2023,Gr.,2023,6,6
30,2811,Kyle Filipowski,C/F,6-11,220,,2023,Fr.,2023,6,11
13,2812,Jacob Grandison,G/F ,6-6,210,,2023,Gr.,2023,6,6
41,2813,Max Johns,G,6-4,205,,2023,Gr.,2023,6,4
1,2814,Dereck Lively II,C/F,7-1,215,,2023,Fr.,2023,7,1
25,2815,Mark Mitchell,F,6-8,215,,2023,Fr.,2023,6,8
5,2816,Tyrese Proctor,G,6-5,178,,2023,Fr.,2023,6,5
21,2817,Christian Reeves,C,6-11,210,,2023,Fr.,2023,6,11
14,2818,Jaden Schutt,G,6-4,175,,2023,Fr.,2023,6,4
0,2819,Dariq Whitehead,F/G ,6-6,190,,2023,Fr.,2023,6,6
15,2820,Ryan Young,C,6-10,240,,2023,Gr.,2023,6,10
