num,playerid,name,pos,ht,wt,from,Seasons,class,season4,htft,htin
13,213,Brent Kitching ,F ,6-7 ,210 ,"Sharon Hill, Pa. ",1963-65 ,Sr.,1965 ,6,7 
23,246,Elliott McBride ,G ,5-11 ,180 ,"Winston-Salem, N.C. ",1964-65 ,Sr.,1965 ,5,11 
31,349,Hack Tison ,F ,6-10 ,210 ,"Geneva, Ill. ",1963-65 ,Sr.,1965 ,6,10 
35,7,Phil Allen ,F ,6-4 ,195 ,"Syracuse, N.Y. ",1964-66 ,Sr.,1966 ,6,4 
24,242,Jack Marin ,F ,6-6 ,200 ,"Farrell, Pa. (Farrell) ",1964-66 ,Sr.,1966 ,6,6 
33,355,Steve Vacendak ,G ,6-1 ,190 ,"Scranton, Pa. ",1964-66 ,Sr.,1966 ,6,1 
23,399,Dick Warren ,G ,5-11 ,150 ,"Charlotte, N.C. ",1966 ,So.,1966 ,5,11 
14,388,Bill Zimmer ,G ,6-0 ,185 ,"Poland, Ohio ",1965-66 ,Sr.,1966 ,6,0 
0,492,Bob Francis ,,0-0 ,0 ,,1967 ,,1967 ,0,0 
32,231,Jim Liccardo ,F ,6-5 ,190 ,"West Orange, N.J. ",1965-67 ,Sr.,1967 ,6,5 
21,251,Stuart McKaig ,G ,6-1 ,175 ,"Charlotte, N.C. ",1965-67 ,Sr.,1967 ,6,1 
22,406,Bob Riedy ,C ,6-6 ,215 ,"Allentown, Pa. ",1965-67 ,Sr.,1967 ,6,6 
11,359,Bob Verga ,G ,6-0 ,180 ,"Sea Girt, N.J. (Saint Rose's) ",1965-67 ,Sr.,1967 ,6,0 
12,18,Tony Barone ,G ,5-8 ,145 ,"Chicago, Ill. ",1966-68 ,Sr.,1968 ,5,8 
40,210,Joe Kennedy ,F ,6-6 ,210 ,"Bowie, Md. (DeMatha Catholic) ",1966-68 ,Sr.,1968 ,6,6 
31,215,Tim Kolodziej ,F ,6-5 ,205 ,"Amsterdam, N.Y. ",1966-68 ,Sr.,1968 ,6,5 
42,230,Mike Lewis ,C ,6-7 ,225 ,"Missoula, Mont. ",1966-68 ,Sr.,1968 ,6,7 
22,367,Ron Wendelin ,G ,6-1 ,185 ,"Peoria, Ill. ",1966-68 ,Sr.,1968 ,6,1 
54,75,Warren Chapman ,C ,6-8 ,220 ,"Seabrook, Texas ",1966-69 ,Sr.,1969 ,6,8 
23,82,C.B. Claiborne ,F/G ,6-2 ,170 ,"Danville, Va. ",1967-69 ,Sr.,1969 ,6,2 
20,152,Dave Golden ,G ,6-0 ,180 ,"Pekin, Ill. ",1967-69 ,Sr.,1969 ,6,0 
53,232,Fred Lind ,F ,6-7 ,215 ,"Highland Park, Ill. ",1967-69 ,Sr.,1969 ,6,7 
52,357,Steve Vandenberg ,F ,6-7 ,220 ,"Cresaptown, Md. ",1967-69 ,Sr.,1969 ,6,7 
42,35,Don Blackman ,F ,6-6 ,210 ,"Brooklyn, N.Y. ",1970 ,So.,1970 ,6,6 
33,197,Doug Jackson ,F ,6-5 ,185 ,"Overland Park, Kan. ",1968-70 ,Sr.,1970 ,6,5 
41,218,Ray Kuhlmeier ,G ,6-2 ,175 ,"Aurora, Ind. ",1968-70 ,Sr.,1970 ,6,2 
43,293,John Posen ,G ,6-2 ,195 ,"Cicero, Ill. ",1968-70 ,Sr.,1970 ,6,2 
50,329,Glen Smiley ,F ,6-6 ,200 ,"Bozeman, Mont. ",1968-70 ,Sr.,1970 ,6,6 
34,342,Tim Teer ,F ,6-3 ,185 ,"Hillsborough, N.C. ",1968-70 ,Sr.,1970 ,6,3 
0,486,Judge Carr ,G ,6-2 ,175 ,"Durham, N.C. ",1971 ,Jr.,1971 ,6,2 
24,109,Jeff Dawson ,G ,6-1 ,175 ,"Downers Grove, Ill. ",1971 ,So.,1971 ,6,1 
31,115,Randy Denton ,C ,6-10 ,240 ,"Raleigh, N.C. (Enloe) ",1969-71 ,Sr.,1971 ,6,10 
21,116,Dick DeVenzio ,G ,5-10 ,155 ,"Springdale, Pa. ",1969-71 ,Sr.,1971 ,5,10 
32,130,Brad Evans ,G ,6-3 ,195 ,"Durham, N.C. ",1969-71 ,Sr.,1971 ,6,3 
22,208,Rick Katherman ,F ,6-7 ,180 ,"Manchester, Mass. ",1969-71 ,Sr.,1971 ,6,7 
40,234,Steve Litz ,F ,6-5 ,195 ,"Pittsburgh, Pa. ",1969-71 ,Sr.,1971 ,6,5 
20,318,Larry Saunders ,C ,6-9 ,220 ,"Elmhurst, Ill. ",1970-71 ,Sr.,1971 ,6,9 
15,120,Pat Doughty ,G ,5-10 ,170 ,"Tempe, Ariz. (Herrin, IL) ",1970-72 ,Sr.,1972 ,5,10 
11,126,Zeno Edwards ,G ,6-1 ,165 ,"Washington, N.C. (Washington) ",1972 ,So.,1972 ,6,1 
12,282,Richie O'Connor ,F ,6-4 ,210 ,"Union City, N.J. (St. Michael's) ",1971-72 ,Jr.,1972 ,6,4 
32,303,Ron Righter ,F ,6-7 ,205 ,"Chalfont, Pa. (Doylestown) ",1972 ,So.,1972 ,6,7 
30,371,Robby West ,G ,6-2 ,180 ,"South Orange, N.J. (Colombia) ",1970-72 ,Sr.,1972 ,6,2 
35,383,Stu Yarbrough ,F ,6-5 ,200 ,"Durham, N.C. (Jordan) ",1970-72 ,Sr.,1972 ,6,5 
25,257,Gary Melchionni ,G ,6-3 ,180 ,"Woodbury, N.J. (Bishop Eustace) ",1971-73 ,Sr.,1973 ,6,3 
50,324,Alan Shaw ,C ,6-10 ,220 ,"Millville, N.J. (Millville) ",1971-73 ,Sr.,1973 ,6,10 
11,58,Edgar Burch ,G ,6-3 ,175 ,"Pontiac, Mich. (Pontiac Central) ",1974 ,So.,1974 ,6,3 
21,59,Jeff Burdette ,G ,5-11 ,165 ,"Buena Park, Calif. (Governor Livingstone) ",1972-74 ,Sr.,1974 ,5,11 
40,80,Neil Chinault ,F ,6-5 ,205 ,"Peterstown, W.Va. (Peterstown) ",1973-74 ,Jr.,1974 ,6,5 
34,93,Bob Cook ,F ,6-6 ,195 ,"Glen Rock, N.J. (Glen Rock) ",1973-74 ,So.,1974 ,6,6 
0,398,Pete Cramer ,,0-0 ,0 ,,1974 ,,1974 ,0,0 
53,300,Chris Redding ,F ,6-9 ,210 ,"Bethesda, Md. (Archbishop Carroll) ",1972-74 ,Sr.,1974 ,6,9 
24,33,Kevin Billerman ,G ,6-2 ,170 ,"Bricktown, N.J. (St. Josephs) ",1973-75 ,Sr.,1975 ,6,2 
42,137,Bob Fleischer ,F ,6-8 ,215 ,"Youngstown, Ohio (Liberty) ",1973-75 ,Sr.,1975 ,6,8 
44,217,Pete Kramer ,F ,6-4 ,185 ,"Camp Hill, Pa. (Camp Hill) ",1973-75 ,Sr.,1975 ,6,4 
23,338,Bill Suk ,G ,6-5 ,190 ,"Midlothian, Ill. (Bremen) ",1973-75 ,Sr.,1975 ,6,5 
43,79,Terry Chili ,C ,6-9 ,215 ,"Jamestown, N.Y. (Jamestown) ",1973-76 ,Sr.,1976 ,6,9 
22,141,Paul Fox ,G ,6-2 ,170 ,"Radnor, Pa. (Archbishop Carroll) ",1973-76 ,Sr.,1976 ,6,2 
11,153,Rick Gomez ,G ,6-3 ,175 ,"Elizabeth, N.J. (Roselle) ",1975-76 ,So.,1976 ,6,3 
14,184,Willie Hodge ,F ,6-9 ,210 ,"San Antonio, Texas (Sam Houston) ",1973-76 ,Sr.,1976 ,6,9 
53,270,George Moses ,F ,6-5 ,215 ,"New York, N.Y. (C.E. Hughes) ",1975-76 ,Sr.,1976 ,6,5 
20,281,Dave O'Connell ,G ,6-4 ,170 ,"Cincinnati, Ohio (McNicholas) ",1973-76 ,Sr.,1976 ,6,4 
21,386,Kenny Young ,G ,5-10 ,160 ,"East Orange, N.J. (East Orange) ",1975-76 ,So.,1976 ,5,10 
12,10,Tate Armstrong ,G ,6-2 ,180 ,"Houston, Texas (Spring Woods) ",1974-77 ,Sr.,1977 ,6,2 
25,101,Mark Crow ,F ,6-7 ,195 ,"Richmond, Va. (Benedictine) ",1974-77 ,Sr.,1977 ,6,7 
35,160,Cameron Hall ,C/F ,6-9 ,205 ,"Dundas, Canada (Parkside) ",1976-77 ,So.,1977 ,6,9 
30,240,Rick Mainwaring ,G ,6-3 ,165 ,"Allentown, Pa. (Lehigh) ",1977 ,Jr.,1977 ,6,3 
32,280,Geoff Northrop ,F ,6-6 ,205 ,"LaJolla, Calif. (LaJolla) ",1977 ,Sr.,1977 ,6,6 
15,25,Bruce Bell ,G ,6-0 ,160 ,"Lexington, Ky. (Henry Clay) ",1975-78 ,Sr.,1978 ,6,0 
44,151,Scott Goetsch ,C/F ,6-9 ,215 ,"Chatsworth, Calif. (Chatsworth) ",1976-79 ,Sr.,1979 ,6,9 
23,157,Steve Gray ,G ,6-2 ,180 ,"Woodland Hills, Calif. (Woodland Hills) ",1976-79 ,Sr.,1979 ,6,2 
14,163,Rob Hardy ,G ,6-3 ,170 ,"Columbus, Ohio ",1977-79 ,Sr.,1979 ,6,3 
22,165,John Harrell ,G ,6-0 ,170 ,"Durham, N.C. ",1978-79 ,Sr.,1979 ,6,0 
24,269,Harold Morrison ,F ,6-7 ,200 ,"West Orange, N.J. (West Orange) ",1976-79 ,Sr.,1979 ,6,7 
34,332,Jim Spanarkel ,F/G ,6-5 ,205 ,"Jersey City, N.J. (Hudson Catholic) ",1976-79 ,Sr.,1979 ,6,5 
21,28,Bob Bender ,G ,6-2 ,175 ,"Crown Point, Ind. ",1978-80 ,Sr.,1980 ,6,2 
11,96,Jim Corrigan ,G ,5-11 ,165 ,"Winston-Salem, N.C. ",1980 ,Sr.,1980 ,5,11 
43,149,Mike Gminski ,C ,6-11 ,240 ,"Monroe, Conn. (Masuk) ",1977-80 ,Sr.,1980 ,6,11 
20,17,Gene Banks ,F ,6-7 ,205 ,"Philadelphia, Pa. (West) ",1978-81 ,Sr.,1981 ,6,7 
33,114,Kenny Dennard ,F ,6-7 ,200 ,"Walnut Cove, N.C. (South Stokes) ",1978-81 ,Sr.,1981 ,6,7 
0,392,Mack Dyke ,,0-0 ,0 ,,1981 ,,1981 ,0,0 
23,233,Larry Linney ,F ,6-4 ,190 ,"Asheville, N.C. ",1980-81 ,Sr.,1981 ,6,4 
30,337,Jim Suddath ,G/F ,6-6 ,190 ,"East Point, Ga. ",1978-81 ,Sr.,1981 ,6,6 
0,366,Jon Weingart ,,0-0 ,0 ,,1981 ,,1981 ,0,0 
42,142,Ned Franke ,F ,6-5 ,200 ,"Pinehurst, N.C. ",1982 ,Jr.,1982 ,6,5 
12,341,Vince Taylor ,G ,6-5 ,180 ,"Lexington, Ky. (Tates Creek) ",1979-82 ,Sr.,1982 ,6,5 
21,373,Gordon Whitted ,G ,6-2 ,165 ,"Winston-Salem, N.C. ",1981-82 ,Fr.,1982 ,6,2 
55,374,Allen Williams ,F ,6-8 ,220 ,"Princeton, W.Va. ",1980-82 ,Jr.,1982 ,6,8 
22,127,Tom Emma ,G ,6-2 ,175 ,"Manhasset, N.Y. ",1980-83 ,Sr.,1983 ,6,2 
14,128,Chip Engelland ,G ,6-4 ,180 ,"Pacific Palisades, Calif. ",1980-83 ,Sr.,1983 ,6,4 
34,196,Bill Jackman ,F ,6-9 ,210 ,"Grant, Neb. ",1983 ,Fr.,1983 ,6,9 
31,350,Mike Tissaw ,F ,6-8 ,210 ,"Fairfax, Va. ",1980-83 ,Sr.,1983 ,6,8 
25,368,Greg Wendt ,G/F ,6-6 ,200 ,"Livonia, Mich. ",1982-83 ,So.,1983 ,6,6 
0,104,Vince Crump ,,0-0 ,0 ,,1984 ,,1984 ,0,0 
23,140,Richard Ford ,G ,5-10 ,160 ,"Durham, N.C. (Durham) ",1982-84 ,Sr.,1984 ,5,10 
11,253,Doug McNeely ,G ,6-5 ,200 ,"El Paso, Texas (Eastwood) ",1981-84 ,Sr.,1984 ,6,5 
44,9,Todd Anderson ,F ,6-9 ,230 ,"Golden Valley, Minn. (Armstrong) ",1982-85 ,Sr.,1985 ,6,9 
33,49,Jay Bryan ,F ,6-8 ,200 ,"Lakewood, CO (Bear Creek) ",1982-85 ,Sr.,1985 ,6,8 
45,254,Dan Meagher ,F ,6-7 ,215 ,"St. Catherines, Ontario (Denis Morris) ",1982-85 ,Sr.,1985 ,6,7 
32,1,Mark Alarie ,F ,6-8 ,220 ,"Scotsdale, Ariz. (Brophy Prep) ",1983-86 ,Sr.,1986 ,6,8 
21,32,Jay Bilas ,F ,6-8 ,235 ,"Rolling Hills, Calif. (Rolling Hills) ",1983-86 ,Sr.,1986 ,6,8 
24,108,Johnny Dawkins ,G ,6-2 ,170 ,"Washington, D.C. (Mackin Catholic) ",1983-86 ,Sr.,1986 ,6,2 
12,173,David Henderson ,G/F ,6-5 ,195 ,"Dewry, N.C. (Warren County) ",1983-86 ,Sr.,1986 ,6,5 
40,377,Weldon Williams ,F ,6-6 ,190 ,"Park Forest South, Ill. (Crete-Monee) ",1983-86 ,Sr.,1986 ,6,6 
4,8,Tommy Amaker ,G ,6-0 ,155 ,"Falls Church, Va. (W.T. Woodson) ",1984-87 ,Sr.,1987 ,6,0 
0,31,Andy Berndt ,,0-0 ,0 ,,1987 ,,1987 ,0,0 
0,91,Dave Colonna ,,0-0 ,0 ,,1987 ,,1987 ,0,0 
0,129,Rey Essex ,,0-0 ,0 ,,1987 ,,1987 ,0,0 
0,154,Jon Goodman ,,0-0 ,0 ,,1987 ,,1987 ,0,0 
51,276,Martin Nessley ,C ,7-2 ,260 ,"Whitehall, Ohio (Whitehall-Yearling) ",1984-87 ,Sr.,1987 ,7,2 
55,211,Billy King ,F ,6-6 ,205 ,"Sterling, Va. ",1985-88 ,Sr.,1988 ,6,6 
31,336,Kevin Strickland ,G ,6-5 ,190 ,"Mt. Airy, N.C. ",1985-88 ,Sr.,1988 ,6,5 
42,61,George Burgin ,C ,7-0 ,215 ,"Fairfax, Va. ",1986-89 ,Sr.,1989 ,7,0 
35,135,Danny Ferry ,C/F ,6-10 ,230 ,"Bowie, Md. (DeMatha Catholic) ",1986-89 ,Sr.,1989 ,6,10 
33,330,John Smith ,F ,6-7 ,225 ,"Ft. Washington, Md. ",1986-89 ,Sr.,1989 ,6,7 
14,331,Quin Snyder ,G ,6-3 ,180 ,"Mercer Island, Wash. ",1986-89 ,Sr.,1989 ,6,3 
30,391,Alaa Abdelnaby ,C ,6-10 ,240 ,"Bloomfield, N.J. (Bloomfield) ",1987-90 ,Sr.,1990,6,10 
21,44,Robert Brickey ,F ,6-5 ,205 ,"Fayetteville, N.C. ",1987-90 ,Sr.,1990 ,6,5 
13,94,Joe Cook ,G ,6-2 ,195 ,"Lincoln, Ill. ",1988-90 ,Jr.,1990 ,6,2 
3,174,Phil Henderson ,G ,6-4 ,180 ,"University Park, Ill. ",1987-90 ,Sr.,1990 ,6,4 
45,52,Clay Buckley ,F/C ,6-10 ,245 ,"Wayne, Pa. ",1988-91 ,Sr.,1991 ,6,10 
22,216,Greg Koubek ,F ,6-6 ,205 ,"Clifton Park, N.Y. ",1988-91 ,Sr.,1991 ,6,6 
5,247,Bill McCaffrey ,G ,6-3 ,175 ,"Allentown, Pa. ",1990-91 ,So.,1991 ,6,3 
34,284,Crawford Palmer ,C ,6-9 ,235 ,"Arlington, Va. ",1989-91 ,Jr.,1991 ,6,9 
54,12,Christian Ast ,F ,6-8 ,205 ,"Beltsville, Md. (Hight Point) ",1991-92 ,So.,1992 ,6,8 
5,62,Ron Burt ,G ,6-0 ,165 ,"Kansas City, Mo. (Gould Academy) ",1992 ,Sr.,1992 ,6,0 
23,106,Brian Davis ,G/F ,6-7 ,195 ,"Chapel Heights, Md. (Bladensburg) ",1989-92 ,Sr.,1992 ,6,7 
32,222,Christian Laettner ,F/C ,6-11 ,235 ,"Angola, N.Y. (Nichols School) ",1989-92 ,Sr.,1992 ,6,11 
14,45,Kenney Brown ,G ,6-2 ,180 ,"Raleigh, N.C. (Athens Drive) ",1993 ,Jr.,1993 ,6,2 
25,182,Thomas Hill ,G/F ,6-5 ,200 ,"Lancaster, Texas (Lancaster) ",1990-93 ,Sr.,1993 ,6,5 
11,193,Bobby Hurley ,G ,6-2 ,165 ,"Jersey City, N.J. (St. Anthony's) ",1990-93 ,Sr.,1993 ,6,2 
3,84,Marty Clark ,G ,6-6 ,200 ,"Westchester, Ill. (St. Joseph) ",1991-94 ,Sr.,1994 ,6,6 
33,181,Grant Hill ,F/G ,6-8 ,225 ,"Reston, Va. (South Lakes) ",1991-94 ,Sr.,1994 ,6,8 
21,225,Antonio Lang ,F ,6-8 ,205 ,"Mobile, Ala. (LeFlore) ",1991-94 ,Sr.,1994 ,6,8 
42,24,Joey Beard ,F ,6-9 ,225 ,"Reston, Va. (South Lakes) ",1994-95 ,So.,1995 ,6,9 
4,36,Kenny Blakeney ,G ,6-4 ,190 ,"Washington, DC (DeMatha) ",1991-95 ,Sr.,1995 ,6,4 
52,256,Erik Meek ,C ,6-10 ,240 ,"Escondido, Calif. (San Pasqual) ",1992-95 ,Sr.,1995 ,6,10 
44,286,Cherokee Parks ,F/C ,6-11 ,235 ,"Huntington Beach, Calif. (Marina) ",1992-95 ,Sr.,1995 ,6,11 
31,48,Stan Brunson ,F ,6-7 ,215 ,"Newark, Del. (Christian) ",1993-96 ,Sr.,1996 ,6,7 
20,90,Chris Collins ,G ,6-3 ,175 ,"Northbrook, Ill. (Glenbrook North) ",1993-96 ,Sr.,1996 ,6,3 
0,161,Jeremy Hall ,,0-0 ,0 ,,1996 ,,1996 ,0,0 
30,265,Tony Moore ,F ,6-8 ,240 ,"Washington, DC (Newport Prep) ",1993-96 ,Sr.,1996 ,6,8 
0,289,Baker Perry ,,0-0 ,0 ,,1996 ,,1996 ,0,0 
5,68,Jeff Capel ,G ,6-5 ,195 ,"Fayetteville, N.C. (South View) ",1994-97 ,Sr.,1997 ,6,5 
55,279,Greg Newton ,F/C ,6-10 ,245 ,"Niagara Falls, Ontario (A.N. Myer) ",1994-97 ,Sr.,1997 ,6,10 
34,361,Carmen Wallace ,F ,6-6 ,205 ,"Wilmington, Del. (Tower Hill) ",1994-97 ,Sr.,1997 ,6,6 
0,76,Mike Chappell ,F ,6-8 ,195 ,"Southfield, Mich. (Southfield-Lathrup) ",1997-98 ,So.,1998 ,6,8 
4,252,Roshown McLeod ,F ,6-8 ,220 ,"Jersey City, N.J. (St. Anthony's) ",1996-98 ,Sr.,1998 ,6,8 
3,295,Ricky Price ,G/F ,6-6 ,190 ,"Gardena, Calif. (Serra) ",1995-98 ,Sr.,1998 ,6,6 
15,328,Todd Singleton ,F ,6-4 ,195 ,"Severn, Md. (Old Mill) ",1995-98 ,Sr.,1998 ,6,4 
12,380,Steve Wojciechowski ,G ,5-11 ,180 ,"Severna Park, Md. (Cardinal Gibbons) ",1995-98 ,Sr.,1998 ,5,11 
5,14,William Avery ,G ,6-2 ,180 ,"Augusta, Ga. (Oak Hill (Va.)) ",1998-99 ,So.,1999 ,6,2 
42,42,Elton Brand ,F ,6-8 ,260 ,"Peeskill, N.Y. (Peeskill) ",1998-99 ,So.,1999 ,6,8 
0,50,D. Bryant ,,0-0 ,0 ,,1999 ,,1999 ,0,0 
34,60,Chris Burgess ,C ,6-10 ,250 ,"Irvine, Calif. (Woodbridge) ",1998-99 ,So.,1999 ,6,10 
31,64,Justin Caldbeck ,G ,6-3 ,180 ,"Shelburne, Vt. (Rice Memorial) ",1997-99 ,Sr.,1999 ,6,3 
40,119,Taymon Domzalski ,C ,6-10 ,245 ,"Lovington, N.M. (NM Military Instit.) ",1996-99 ,Sr.,1999 ,6,10 
22,172,Jay Heaps ,G ,5-9 ,155 ,"Longmeadow, Mass. (Longmeadow) ",1996-99 ,Sr.,1999 ,5,9 
21,226,Trajan Langdon ,G ,6-4 ,195 ,"Anchorage, Alaska (East Anchorage) ",1995-99 ,Sr.,1999 ,6,4 
50,239,Corey Maggette ,F ,6-6 ,215 ,"Bellwood, Ill. (Fenwick) ",1999 ,Fr.,1999 ,6,6 
23,70,Chris Carrawell ,F ,6-6 ,215 ,"St.Louis, Mo. (Cardinal Ritter) ",1997-00 ,Sr.,2000 ,6,6 
31,21,Shane Battier ,F ,6-8 ,220 ,"Birmingham, Mich. (Country Day) ",1998-01 ,Sr.,2001 ,6,8 
5,65,Ryan Caldbeck ,G ,6-3 ,190 ,"Shelburne, Vt. (Rice Memorial) ",1999-01 ,Sr.,2001 ,6,3 
14,198,Nate James ,F/G ,6-6 ,205 ,"Washington, DC (St. John) ",1997-01 ,Sr.,2001 ,6,6 
13,327,J.D. Simpson ,G ,6-4 ,200 ,"Woodside, Calif. (St. Francis) ",1998-01 ,Sr.,2001 ,6,4 
12,339,Andre Sweet ,G/F ,6-6 ,205 ,"Manhattan, N.Y. (Brother Rice) ",2001 ,Fr.,2001 ,6,6 
4,38,Carlos Boozer ,C ,6-9 ,280 ,"Juneau, Alaska (Juneau-Douglas) ",2000-02 ,Jr.,2002 ,6,9 
45,74,Mark Causey ,G ,6-3 ,180 ,"Gainesville, Ga. (East Hall) ",2002 ,Fr.,2002 ,6,3 
41,81,Matt Christensen ,F ,6-10 ,265 ,"Belmont, Mass. (Belmont) ",1996-02 ,Sr.,2002 ,6,10 
34,124,Mike Dunleavy ,G/F ,6-9 ,220 ,"Lake Oswego, Ore. (Jesuit) ",2000-02 ,Jr.,2002 ,6,9 
22,375,Jason Williams ,G ,6-2 ,195 ,"Plainfield, N.J. (St. Joseph's) ",2000-02 ,Jr.,2002 ,6,2 
15,55,Andre Buckner ,G ,5-10 ,170 ,"Hopkinsville, Ky. (University Heights) ",2000-03 ,Sr.,2003 ,5,10 
30,204,Dahntay Jones ,G/F ,6-6 ,210 ,"Trenton, N.J. (Steinert) ",2001-03 ,Sr.,2003 ,6,6 
20,315,Casey Sanders ,C ,6-11 ,235 ,"Tampa, Fla. (Tampa Prep) ",2000-03 ,Sr.,2003 ,6,11 
40,39,Andy Borman ,G ,6-1 ,180 ,"Morrisville, N.C. (Bradenton [Fla.]) ",2000-04 ,Sr.,2004 ,6,1 
2,111,Luol Deng ,F ,6-8 ,220 ,"London, England (Blair Academy [N.J.]) ",2004 ,Fr.,2004 ,6,8 
21,123,Chris Duhon ,G ,6-1 ,190 ,"Slidell, La. (Salmen) ",2001-04 ,Sr.,2004 ,6,1 
3,189,Nick Horvath ,F ,6-10 ,250 ,"Shoreview, Minn. (Mounds View) ",2000-04 ,Sr.,2004 ,6,10 
13,255,Andy Means ,G ,6-5 ,200 ,"Indianapolis, Ind. (Lawrence North) ",2002-04 ,Sr.,2004 ,6,5 
50,346,Michael Thompson ,C ,6-10 ,250 ,"Joliet, Ill. (Providence Catholic) ",2003-04 ,So.,2004 ,6,10 
5,131,Daniel Ewing ,G ,6-3 ,185 ,"Missouri City, Texas (Willowridge) ",2002-05 ,Sr.,2005 ,6,3 
42,237,Reggie Love ,F ,6-4 ,225 ,"Charlotte, N.C. (Providence Day) ",2001-05 ,Sr.,2005 ,6,4 
50,402,Tom Novick ,F ,6-6 ,190 ,"Charlotte, N.C. (Charlotte Catholic) ",2005 ,So.,2005 ,6,6 
42,298,Shavlik Randolph ,F ,6-10 ,245 ,"Raleigh, N.C. (Broughton) ",2003-05 ,Jr.,2005 ,6,10 
45,493,Eric Boateng ,C ,6-10 ,255 ,"London, England (St. Andrews [Del.]) ",2006 ,Fr.,2006 ,6,10 
41,105,Patrick Davidson ,G ,6-0 ,190 ,"Melbourne, Ark. (Blair Academy [N.J.]) ",2004-06 ,Jr.,2006 ,6,0 
15,117,Sean Dockery ,G ,6-2 ,185 ,"Chicago, Ill. (Julian) ",2003-06 ,Sr.,2006 ,6,2 
51,203,Patrick Johnson ,F/C ,6-9 ,250 ,"Atlanta, Ga. (Grady) ",2003-06 ,Sr.,2006 ,6,9 
13,258,Lee Melchionni ,F ,6-6 ,205 ,"Lancaster, Pa. (Germantown Academy) ",2003-06 ,Sr.,2006 ,6,6 
40,403,Ross Perkins ,G ,6-4 ,200 ,"Greensboro, N.C. (Greensboro Day) ",2005-06 ,Sr.,2006 ,6,4 
4,299,J.J. Redick ,G ,6-4 ,190 ,"Roanoke, Va. (Cave Spring) ",2003-06 ,Sr.,2006 ,6,4 
23,376,Shelden Williams ,F ,6-9 ,250 ,"Forest Park, Okla. (Midwest City) ",2003-06 ,Sr.,2006 ,6,9 
34,494,Jamal Boykin ,F ,6-7 ,230 ,"Los Angeles, Calif. (Fairfax) ",2006-07 ,So.,2007 ,6,7 
2,496,Josh McRoberts ,F/C ,6-10 ,230 ,"Carmel, Ind. (Carmel) ",2006-07 ,So.,2007 ,6,10 
45,390,Joe Pagliuca ,G ,6-2 ,185 ,"Weston, Mass. (Belmont Hill) ",2004-07 ,Sr.,2007 ,6,2 
13,570,Nick Sutton ,G ,6-2 ,180 ,"Kentfield, Calif. (The Branson School) ",2007 ,Fr.,2007 ,6,2 
40,571,Griffin Tormey ,G ,5-11 ,165 ,"Chicago, Ill. (St. Ignatius College) ",2007 ,So.,2007 ,5,11 
20,2471,Taylor King ,F ,6-6 ,230 ,"Huntington Beach, Calif. (Mater Dei) ",2008 ,Fr.,2008 ,6,6 
21,401,DeMarcus Nelson ,G ,6-3 ,195 ,"Elk Grove, Calif. (Sheldon) ",2005-08 ,Sr.,2008 ,6,3 
15,517,Gerald Henderson ,G ,6-4 ,215 ,"Merion, Pa. (Episcopal Academy) ",2007-09 ,Jr.,2009 ,6,4 
14,404,Dave McClure ,F ,6-6 ,205 ,"Ridgefield, Conn. (Trinity Catholic) ",2005-09 ,Sr.,2009 ,6,6 
3,497,Greg Paulus ,G ,6-1 ,185 ,"Syracuse, N.Y. (Christian Brothers) ",2006-09 ,Sr.,2009 ,6,1 
5,498,Martynas Pocius ,G/F ,6-4 ,185 ,"Vilnius, Lithuania (Holderness [N.H.]) ",2006-09 ,Sr.,2009 ,6,4 
20,2735,Elloit Williams ,G ,6-4 ,180 ,"Memphis, Tenn. (St. George's) ",2009 ,Fr.,2009 ,6,4 
13,2733,Olek Czyz ,F ,6-7 ,240 ,"Reno, Nev. (Reno) ",2009-10 ,So.,2010 ,6,7 
12,495,Jordan Davidson ,G ,6-1 ,180 ,"Melbourne, Ark. (Blair Academy [N.J.]) ",2006-10 ,Sr.,2010 ,6,1 
51,569,Steve Johnson ,F ,6-5 ,195 ,"Colorado Springs, Colo. (Cheyenne Mountain) ",2007-10 ,Sr.,2010 ,6,5 
30,518,Jon Scheyer ,G ,6-5 ,180 ,"Northbrook, Ill. (Glenbrook North) ",2007-10 ,Sr.,2010 ,6,5 
42,519,Lance Thomas ,F ,6-8 ,215 ,"Scotch Plains, N.J. (St. Benedict) ",2007-10 ,Sr.,2010 ,6,8 
55,520,Brian Zoubek ,C ,7-1 ,250 ,"Haddonfield, N.J. (Haddonfield Memorial) ",2007-10 ,Sr.,2010 ,7,1 
1,2742,Kyrie Irving ,G ,6-2 ,180 ,"West Orange, N.J. (St. Patrick's) ",2011 ,Fr.,2011 ,6,2 
53,2739,Casey Peters ,G ,6-4 ,185 ,"Red Bank, N.J. (Red Bank Regional) ",2010-11 ,Sr.,2011 ,6,4 
12,2472,Kyle Singler ,F ,6-8 ,220 ,"Medford, Ore. (South Medford) ",2008-11 ,Sr.,2011 ,6,8 
2,2473,Nolan Smith ,G ,6-2 ,180 ,"Upper Marlboro, Md. (Oak Hill Academy [Va.]) ",2008-11 ,Sr.,2011 ,6,2 
13,2746,Michael Gbinije ,G/F ,6-7 ,205 ,"Chester, Va. (Benedictine) ",2012 ,Fr.,2012 ,6,7 
21,2734,Miles Plumlee ,F ,6-10 ,230 ,"Warsaw, Ind. (Christ School [N.C.]) ",2009-12 ,Sr.,2012 ,6,10 
